Site ID,Which folder?,Shared sites,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
OUTCY268,Strategic counts,0,Seymour Road,Richmond upon Thames,Outer,Local Street,1,517527.5497,169701.9426,51.414156,-0.31139572
OUTCY269,Strategic counts,0,Grafton Road,Kingston upon Thames,Outer,Local Street,1,521309.988,168538.5256,51.402908,-0.25743602
OUTCY270,Strategic counts,0,Stanford Road,Merton,Outer,Local Street,1,529786.9991,169354.782,51.408367,-0.13533844
OUTCY271,Strategic counts,0,Broadwater Lane,Hillingdon,Outer,Local Street,1,505137.6387,189451.7093,51.594106,-0.48360764
OUTCY272,Strategic counts,0,North Drive,Hillingdon,Outer,Local Street,1,509322.1226,187656.6131,51.577177,-0.4237743
OUTCY273,Strategic counts,0,Woodstock Drive,Hillingdon,Outer,Local Street,1,506882.1287,185742.0411,51.560441,-0.45955351
OUTCY274,Strategic counts,0,Somervell Road,Harrow,Outer,Local Street,1,513533.807,185570.1703,51.557597,-0.36370495
OUTCY275,Strategic counts,0,Weald Lane,Harrow,Outer,Local Street,1,514683.7045,190414.3937,51.600901,-0.34554361
OUTCY276,Strategic counts,0,Woodfield Crescent,Ealing,Outer,Local Street,1,517625.5752,182169.2439,51.526193,-0.30584154
OUTCY277,Strategic counts,0,Glengall Road,Barnet,Outer,Local Street,1,519675.5613,193393.251,51.626636,-0.27248489
OUTCY278,Strategic counts,0,Gloucester Close,Brent,Outer,Local Street,1,520663.5175,184281.0294,51.544534,-0.2613474
OUTCY279,Strategic counts,0,Old Farm Avenue,Enfield,Outer,Local Street,1,529326.7021,194825.571,51.637372,-0.13260784
OUTCY280,Strategic counts,0,The Chase,Harrow,Outer,Local Street,1,516250.9339,192001.1895,51.614843,-0.32240316
OUTCY281,Strategic counts,0,Gloucester Road Barnet,Barnet,Outer,Local Street,1,525793.4956,195824.595,51.64715,-0.18327365
OUTCY282,Strategic counts,0,Yeading Fork,Hillingdon,Outer,Local Street,1,511239.6682,182113.0599,51.526983,-0.39787288
OUTCY283,Strategic counts,0,Drake Road,Harrow,Outer,Local Street,1,512953.3217,186953.8643,51.570144,-0.37162372
OUTCY284,Strategic counts,0,Gladstone Avenue,Haringey,Outer,Local Street,1,531112.7225,190276.3732,51.596079,-0.10851521
OUTCY285,Strategic counts,0,Constable Gardens,Harrow,Outer,Local Street,1,519391.6014,190266.486,51.598593,-0.27764982
OUTCY286,Strategic counts,0,Culloden Road,Enfield,Outer,Local Street,1,531646.9283,197070.2285,51.657008,-0.09825894
OUTCY287,Strategic counts,0,Bessingby Road,Hillingdon,Outer,Local Street,1,510656.1488,186649.5914,51.567866,-0.40484823
OUTCY288,Strategic counts,0,Muswell Road,Haringey,Outer,Local Street,1,528792.9498,189962.0132,51.593792,-0.14210537
OUTCY289,Strategic counts,0,Abbots Road,Barnet,Outer,Local Street,1,520363.6611,191369.5903,51.608299,-0.26324498
OUTCY290,Strategic counts,0,Upway,Barnet,Outer,Local Street,1,527051.0735,191511.9695,51.608108,-0.1666646
OUTCY291,Strategic counts,0,Lydford Road,Brent,Outer,Local Street,1,523621.9114,184813.7269,51.548676,-0.21852612
OUTCY292,Strategic counts,0,Kingsmead Avenue,Brent,Outer,Local Street,1,520818.1371,187710.6676,51.575318,-0.25793611
OUTCY293,Strategic counts,0,Avon Road,Ealing,Outer,Local Street,1,513375.1638,182343.7439,51.528625,-0.36702161
OUTCY294,Strategic counts,0,The Fairway,Brent,Outer,Local Street,1,516923.9123,186763.7487,51.567627,-0.31443095
OUTCY295,Strategic counts,0,Munday Road,Newham,Outer,Local Street,1,540182.4217,180926.7195,51.50988,0.018621559
OUTCY296,Strategic counts,0,Holgate Road,Barking & Dagenham,Outer,Local Street,1,549247.2892,185020.1578,51.544346,0.15088485
OUTCY297,Strategic counts,0,Epstein Road,Greenwich,Outer,Local Street,1,546625.5659,180295.2703,51.502577,0.11113639
OUTCY298,Strategic counts,0,Altmore Avenue,Newham,Outer,Local Street,1,542805.6126,184034.27,51.537151,0.057651517
OUTCY299,Strategic counts,0,Westrow Drive,Barking & Dagenham,Outer,Local Street,1,545909.8369,184628.8398,51.541696,0.10262072
OUTCY300,Strategic counts,0,Oliver Gardens,Newham,Outer,Local Street,1,542344.623,181666.7677,51.51599,0.050053094
OUTCY301,Strategic counts,0,Tyberry Road,Enfield,Outer,Local Street,1,534960.1731,196994.7201,51.65554,-0.050408953
OUTCY302,Strategic counts,0,Stockton Road,Enfield,Outer,Local Street,1,534565.3089,191938.5874,51.610201,-0.058057109
OUTCY303,Strategic counts,0,King Street,Haringey,Outer,Local Street,1,533705.01,190985.64,51.601842,-0.070832371
OUTCY304,Strategic counts,0,Lincoln Avenue,Barking & Dagenham,Outer,Local Street,1,550920.7892,186983.1059,51.561539,0.17583402
OUTCY305,Strategic counts,0,Godwin Road,Newham,Outer,Local Street,1,540736.2424,185712.3496,51.552749,0.028510258
OUTCY306,Strategic counts,0,Camborne Avenue,Havering,Outer,Local Street,1,554539.0601,191381.5768,51.600073,0.2299349
OUTCY307,Strategic counts,0,Chester Road,Haringey,Outer,Local Street,1,533089.8799,189894.4325,51.592183,-0.080134892
OUTCY308,Strategic counts,0,Chalfont Road,Enfield,Outer,Local Street,1,533622.1398,193257.8298,51.622278,-0.071164763
OUTCY309,Strategic counts,0,Wanlip Road,Newham,Outer,Local Street,1,540687.3657,182328.4583,51.522353,0.0264528
OUTCY310,Strategic counts,0,Fuller Road,Barking & Dagenham,Outer,Local Street,1,546951.757,186065.1387,51.554337,0.1182351
OUTCY311,Strategic counts,0,Primrose Road,Waltham Forest,Outer,Local Street,1,537590.092,187083.4472,51.565844,-0.016300414
OUTCY312,Strategic counts,0,Epsom Road,Waltham Forest,Outer,Local Street,1,538256.0621,188151.4415,51.575278,-0.006278009
OUTCY313,Strategic counts,0,Leadale Avenue,Waltham Forest,Outer,Local Street,1,537232.7758,193508.3281,51.623666,-0.018951515
OUTCY314,Strategic counts,0,Armada Way,Newham,Outer,Local Street,1,543907.7629,181611.2836,51.5151,0.072540676
OUTCY315,Strategic counts,0,Mowbrays Road,Havering,Outer,Local Street,1,550490.5784,190486.3631,51.593127,0.17113512
OUTCY316,Strategic counts,0,Beattyville Gardens,Redbridge,Outer,Local Street,1,543728.2761,189280.0484,51.584055,0.07309333
OUTCY317,Strategic counts,0,Morley Road,Barking & Dagenham,Outer,Local Street,1,548231.6461,188756.4183,51.578182,0.13781812
OUTCY318,Strategic counts,0,Chadwick Avenue,Waltham Forest,Outer,Local Street,1,538949.7438,192934.6223,51.618087,0.005608451
OUTCY319,Strategic counts,0,Williams Avenue,Waltham Forest,Outer,Local Street,1,536729.4478,190611.3773,51.597756,-0.027342106
OUTCY320,Strategic counts,0,Bressey Grove,Redbridge,Outer,Local Street,1,540133.4377,190138.6726,51.59267,0.021582581
OUTCY321,Strategic counts,0,Woodland Crescent,Greenwich,Outer,Local Street,1,539106.5978,178022.4109,51.484051,0.001982877
OUTCY322,Strategic counts,0,Davenport Road,Lewisham,Outer,Local Street,1,538355.2007,174173.3327,51.449647,-0.010331044
OUTCY323,Strategic counts,0,Balmoral Avenue,Bromley,Outer,Local Street,1,536373.5415,168184.437,51.396309,-0.041138546
OUTCY324,Strategic counts,0,Purley Oaks Road,Croydon,Outer,Local Street,1,532897.0032,162326.0139,51.344489,-0.093261328
OUTCY325,Strategic counts,0,Wallhouse Road,Bexley,Outer,Local Street,1,552593.0113,177090.3777,51.472202,0.19567089
OUTCY326,Strategic counts,0,Denmark Road,Croydon,Outer,Local Street,1,534496.0421,167848.7431,51.393737,-0.068229495
OUTCY327,Strategic counts,0,Linton Glade,Croydon,Outer,Local Street,1,536255.6866,162568.8244,51.345869,-0.044984625
OUTCY328,Strategic counts,0,Amherst Drive,Bromley,Outer,Local Street,1,546267.9034,168201.912,51.393999,0.10098734
OUTCY329,Strategic counts,0,Riddons Road,Lewisham,Outer,Local Street,1,541378.8212,172002.9739,51.429393,0.032277479
OUTCY330,Strategic counts,0,Overdown Road,Lewisham,Outer,Local Street,1,537623.7071,171851.2174,51.42896,-0.021760267
OUTCY331,Strategic counts,0,The Glade,Greenwich,Outer,Local Street,1,541271.1325,177274.7649,51.476793,0.032842878
OUTCY332,Strategic counts,0,Glentrammon Road,Bromley,Outer,Local Street,1,545831.9128,163966.1244,51.356057,0.092988478
OUTCY333,Strategic counts,0,Mickleham Road,Bromley,Outer,Local Street,1,546277.5748,169375.7959,51.404546,0.1016145
OUTCY334,Strategic counts,0,Dowanhill Road,Lewisham,Outer,Local Street,1,538669.791,173118.4046,51.44009,-0.006228214
OUTCY335,Strategic counts,0,Duke of Wellington Avenue,Greenwich,Outer,Local Street,1,544155.6259,179114.0184,51.4926,0.075092617
OUTCY336,Strategic counts,0,Alsike Road,Bexley,Outer,Local Street,1,547646.5683,179089.2655,51.491475,0.12533161
OUTCY337,Strategic counts,0,Galloway Drive,Bexley,Outer,Local Street,1,551608.518,173893.3628,51.443742,0.1801304
OUTCY338,Strategic counts,0,Park Hill Road,Bromley,Outer,Local Street,1,539177.0189,169358.051,51.406178,-0.000399347
OUTCY339,Strategic counts,0,Blythe Hill Lane,Lewisham,Outer,Local Street,1,536753.5976,173335.9524,51.442506,-0.033694191
OUTCY340,Strategic counts,0,Willet Way,Bromley,Outer,Local Street,1,545289.2476,167285.1744,51.386019,0.086565544
OUTCY341,Strategic counts,0,Conway Road,Greenwich,Outer,Local Street,1,544928.9879,178532.8847,51.487173,0.085980666
OUTCY342,Strategic counts,0,Manor Road,Bexley,Outer,Local Street,1,546180.0605,172408.6078,51.431824,0.10147067
OUTCY343,Strategic counts,0,Canterbury Road,Hounslow,Outer,Local Street,1,512271.2985,172490.5244,51.440288,-0.38605911
OUTCY344,Strategic counts,0,Harvard Hill,Hounslow,Outer,Local Street,1,519957.0147,177963.1378,51.487902,-0.27367156
OUTCY345,Strategic counts,0,Grovelands Road,Croydon,Outer,Local Street,1,530837.0572,161081.93,51.333778,-0.12327852
OUTCY346,Strategic counts,0,Vernon Road,Richmond upon Thames,Outer,Local Street,1,520525.3385,175634.1745,51.46685,-0.2662886
OUTCY347,Strategic counts,0,Yeading Gardens,Hillingdon,Outer,Local Street,1,510647.1534,181539.3342,51.52194,-0.40658314
OUTCY348,Strategic counts,0,Staveley Gardens,Hounslow,Outer,Local Street,1,520964.7425,177036.6031,51.479357,-0.25949231
OUTCY349,Strategic counts,0,Cooper Road,Croydon,Outer,Local Street,1,531472.8338,164476.3684,51.364142,-0.11291561
OUTCY350,Strategic counts,0,Pepys Road,Merton,Outer,Local Street,1,523170.4283,169930.7671,51.415018,-0.2302127
OUTCY351,Strategic counts,0,Goldwell Road,Croydon,Outer,Local Street,1,531103.9168,168137.8103,51.397127,-0.11686298
OUTCY352,Strategic counts,0,Cardinal Avenue,Kingston upon Thames,Outer,Local Street,1,518535.6239,170826.5807,51.424058,-0.29653207
OUTCY353,Strategic counts,0,Wigmore Road,Sutton,Outer,Local Street,1,527009.741,166004.451,51.378888,-0.17644142
OUTCY354,Strategic counts,0,Worcester Road,Sutton,Outer,Local Street,1,525383.8067,163413.4926,51.355964,-0.20070533
OUTCY355,Strategic counts,0,Ashburnham Road,Richmond upon Thames,Outer,Local Street,1,517240.5804,172310.7958,51.437665,-0.3146583
OUTCY356,Strategic counts,0,Argyle Avenue,Hounslow,Outer,Local Street,1,513476.4461,174415.3334,51.45735,-0.36811264
OUTCY357,Strategic counts,0,Durham Road,Hounslow,Outer,Local Street,1,511311.5652,173601.3564,51.450463,-0.39951651
OUTCY358,Strategic counts,0,St. Marks Road,Ealing,Outer,Local Street,1,515313.2231,179814.5979,51.505504,-0.33992323
OUTCY359,Strategic counts,0,Priory Road,Richmond upon Thames,Outer,Local Street,1,513224.2462,170100.8684,51.418617,-0.3731166
OUTCY360,Strategic counts,0,Windham Road,Richmond upon Thames,Outer,Local Street,1,518783.4044,175830.3483,51.46898,-0.29128891
OUTCY361,Strategic counts,0,Natal Road,Lambeth,Outer,Local Street,1,530066.6386,171048.2172,51.423527,-0.13069399
OUTCY362,Strategic counts,0,Conway Gardens,Merton,Outer,Local Street,1,529986.6451,168347.5303,51.399271,-0.13283312
OUTCY363,Strategic counts,0,Mount Park Road,Ealing,Outer,Local Street,1,517864.9541,181133.5603,51.516832,-0.3027442
OUTCY364,Strategic counts,0,Gorringe Park Avenue,Merton,Outer,Local Street,1,528248.479,170171.5182,51.416059,-0.15714407
OUTCY365,Strategic counts,0,Frensham Drive,Wandsworth,Outer,Local Street,1,521984.3515,172417.6952,51.437626,-0.24640324
OUTCY366,Strategic counts,0,North Road,Ealing,Outer,Local Street,1,513085.0943,180407.4881,51.511283,-0.37182096
OUTCY367,Strategic counts,0,Churston Drive,Merton,Outer,Local Street,1,523889.6532,167835.4768,51.396033,-0.22060985
OUTCY368,Strategic counts,0,Senlac Road,Lewisham,Outer,Local Street,1,540828.0347,173169.7799,51.440016,0.02483494
OUTCY369,Strategic counts,QWPCY172,Grand Union Canal (Ruislip Road),Ealing,Outer,MVF,1,512833.166,182785.888,51.532707,-0.37469003
OUTCY370,Strategic counts,0,Cowley Bridge Lock,Hillingdon,Outer,MVF,1,505148.3655,182251.0004,51.529389,-0.4856001
OUTCY371,Strategic counts,0,Harrow School playing fields,Harrow,Outer,MVF,1,516110.7432,187615.245,51.575453,-0.32587422
OUTCY372,Strategic counts,QWPCY177,Grand Union Canal (Abbey Road),Brent,Outer,MVF,1,519658.5,183211.47,51.535131,-0.27619652
OUTCY373,Strategic counts,0,Alexandra Park,Haringey,Outer,MVF,1,530200.4807,190297.8871,51.596479,-0.12166644
OUTCY374,Strategic counts,0,Harrow Weald Recreation Ground,Harrow,Outer,MVF,1,514661.2202,190976.8027,51.605956,-0.34567756
OUTCY375,Strategic counts,0,North Way,Hillingdon,Outer,MVF,1,506511.6122,184531.7976,51.549627,-0.46526972
OUTCY376,Strategic counts,0,Belmont Trail,Harrow,Outer,MVF,1,516497.1315,190552.8941,51.601769,-0.31931839
OUTCY377,Strategic counts,0,Hilly Fields Park,Enfield,Outer,MVF,1,532298.6509,198323.8097,51.668115,-0.088365079
OUTCY378,Strategic counts,QWPCY175,Grand Union Canal (Alperton),Brent,Outer,MVF,1,517688.691,183655.509,51.539536,-0.30443768
OUTCY379,Strategic counts,0,Summerhouse Lane,Hillingdon,Outer,MVF,1,504212.2872,191773.4547,51.615148,-0.49626694
OUTCY380,Strategic counts,0,Tokyngton Recreation Ground,Brent,Outer,MVF,1,520031.8798,184756.2433,51.548938,-0.27029493
OUTCY381,Strategic counts,0,Widewater Lock,Hillingdon,Outer,MVF,1,504966.9165,188723.2278,51.587595,-0.48629281
OUTCY382,Strategic counts,0,Newton Farm Ecology Park,Harrow,Outer,MVF,1,513467.8218,186874.1671,51.56933,-0.36423607
OUTCY383,Strategic counts,0,Dollis Brook Walk,Barnet,Outer,MVF,1,524181.413,195225.3866,51.642125,-0.2067724
OUTCY384,Strategic counts,0,Rectory Park,Ealing,Outer,MVF,1,512537.614,183188.3121,51.536388,-0.37882692
OUTCY385,Strategic counts,0,Perivale Park,Ealing,Outer,MVF,1,514713.7082,182314.9122,51.528095,-0.34775152
OUTCY386,Strategic counts,0,Jim O'Neill Walk,Hillingdon,Outer,MVF,1,510674.0241,186148.9547,51.56336,-0.40474623
OUTCY387,Strategic counts,0,Park Road,Redbridge,Outer,MVF,1,540993.678,187133.3529,51.565453,0.032783915
OUTCY388,Strategic counts,0,Organ Lane,Waltham Forest,Outer,MVF,1,538281.8444,193764.2048,51.625709,-0.003706616
OUTCY389,Strategic counts,0,Raphael Park,Havering,Outer,MVF,1,551961.687,189571.8049,51.584512,0.19195858
OUTCY390,Strategic counts,0,River Lee Ponders End,Enfield,Outer,MVF,1,536397.6088,195395.4679,51.640825,-0.030271707
OUTCY391,Strategic counts,QWPCY142,Greenway (Manor Road),Newham,Outer,MVF,1,539342.506,183145.295,51.530028,0.007401872
OUTCY392,Strategic counts,0,Parsloes Park,Barking & Dagenham,Outer,MVF,1,548180.2134,185293.2496,51.54708,0.13562414
OUTCY393,Strategic counts,0,Ferry Lane towpath,Haringey,Outer,MVF,1,534712.6481,189423.6673,51.587566,-0.056900445
OUTCY394,Strategic counts,0,Dagnam Park,Havering,Outer,MVF,1,555087.1258,192859.1539,51.613202,0.23849395
OUTCY395,Strategic counts,0,Lloyd Park,Waltham Forest,Outer,MVF,1,537130.8833,190480.7147,51.596481,-0.021607453
OUTCY396,Strategic counts,0,Thames Path (Rainham),Havering,Outer,MVF,1,551625.87,179971.83,51.498348,0.18298044
OUTCY397,Strategic counts,QWPCY131,Thames Path (Thamesmead),Greenwich,Outer,MVF,1,546653.442,181110.087,51.509893,0.11187812
OUTCY398,Strategic counts,0,Albany Park,Enfield,Outer,MVF,1,536311.1181,198433.5782,51.668145,-0.03033049
OUTCY399,Strategic counts,0,Epping Forest,Waltham Forest,Outer,MVF,1,539376.1784,194788.5216,51.634641,0.012509173
OUTCY400,Strategic counts,0,Beckton Corridor,Newham,Outer,MVF,0,544569.6434,180986.8323,51.509315,0.081818344
OUTCY401,Strategic counts,0,Central Park,Barking & Dagenham,Outer,MVF,1,550416.7274,187122.9359,51.562922,0.16862817
OUTCY402,Strategic counts,0,River Lee Ordnance Road,Enfield,Outer,MVF,1,537168.6127,198734.5921,51.670641,-0.017828093
OUTCY403,Strategic counts,0,Excel Marina,Newham,Outer,MVF,1,540484.0837,180652.2781,51.507343,0.022861382
OUTCY404,Strategic counts,0,Poplar Place cycle path,Greenwich,Outer,MVF,1,547300.9601,180341.557,51.502815,0.12087363
OUTCY405,Strategic counts,0,Durants Park,Enfield,Outer,MVF,1,535999.2652,196640.2416,51.652109,-0.035536143
OUTCY406,Strategic counts,0,Lordship Recreation Ground,Haringey,Outer,MVF,1,532697.0605,189911.4777,51.592429,-0.085783941
OUTCY407,Strategic counts,0,Mayesbrook Park,Barking & Dagenham,Outer,MVF,1,546038.4763,184538.9455,51.540854,0.10444225
OUTCY408,Strategic counts,0,Valentines Park,Redbridge,Outer,MVF,1,544001.3855,187835.7018,51.571002,0.076438945
OUTCY409,Strategic counts,0,Roding River path (Barking),Barking & Dagenham,Outer,MVF,1,543735.4823,183998.8501,51.536592,0.071036716
OUTCY410,Strategic counts,0,Alders Brook,Newham,Outer,MVF,1,542886.8182,186136.9481,51.556019,0.059671479
OUTCY411,Strategic counts,0,Southborough Lane,Bromley,Outer,MVF,1,542222.1921,167607.0322,51.389689,0.042648839
OUTCY412,Strategic counts,0,Chinbrook Meadows,Bromley,Outer,MVF,1,541104.9368,171604.8379,51.425885,0.028180372
OUTCY413,Strategic counts,0,Crane Street,Greenwich,Outer,MVF,1,538714.4215,178085.1229,51.484713,-0.003634206
OUTCY414,Strategic counts,0,Bexley Park Wood,Bexley,Outer,MVF,1,548466.9601,173875.3679,51.444411,0.13494602
OUTCY415,Strategic counts,0,Harrington Road,Croydon,Outer,MVF,1,535039.8369,168471.5548,51.399207,-0.060192727
OUTCY416,Strategic counts,0,Woolwich Common,Greenwich,Outer,MVF,1,542488.8291,177232.427,51.476111,0.050338154
OUTCY417,Strategic counts,0,Yew Tree Way,Croydon,Outer,MVF,1,536449.2476,162446.9193,51.344726,-0.042247567
OUTCY418,Strategic counts,0,Thames Path (Erith),Bexley,Outer,MVF,1,551558.2314,178128.7804,51.481806,0.18122536
OUTCY419,Strategic counts,QWPCY135,Thames Path (Greenwich Yacht Club),Greenwich,Outer,MVF,1,540197.56,179209.841,51.494448,0.018155772
OUTCY420,Strategic counts,0,Ashburton Playing Fields,Croydon,Outer,MVF,1,535554.0566,166708.1295,51.383241,-0.053466695
OUTCY421,Strategic counts,0,Ladywell Fields,Lewisham,Outer,MVF,1,537785.3845,174899.8947,51.45631,-0.018246081
OUTCY422,Strategic counts,QWPCY158,Duke Humphrey Road,Lewisham,Outer,MVF,1,539303.828,176674.907,51.471889,0.004287051
OUTCY423,Strategic counts,0,Maylands Drive,Bexley,Outer,MVF,1,547594.0143,172112.3126,51.428798,0.12167351
OUTCY424,Strategic counts,0,Parsonage Manorway cycle path,Bexley,Outer,MVF,1,549479.8741,177621.7855,51.477804,0.15109373
OUTCY425,Strategic counts,0,Cator Park,Bromley,Outer,MVF,1,536435.9896,170406.8408,51.416261,-0.039394005
OUTCY426,Strategic counts,0,Thames Path (Twickenham Bridge),Richmond upon Thames,Outer,MVF,1,517307,174835,51.460349,-0.31286091
OUTCY427,Strategic counts,QWPCY169,Grand Union Canal (Hayes & Harlington),Hillingdon,Outer,MVF,1,509969.137,179490.991,51.503656,-0.41698995
OUTCY428,Strategic counts,0,River Crane path (Whitton),Richmond upon Thames,Outer,MVF,1,514643.2954,173223.7645,51.446401,-0.35170914
OUTCY429,Strategic counts,0,Church Fields Recreation Ground,Kingston upon Thames,Outer,MVF,1,518540.2906,163582.8542,51.35895,-0.29887661
OUTCY430,Strategic counts,0,Brent river path (Trumpers Way),Ealing,Outer,MVF,1,515460.2243,179254.5882,51.500441,-0.33798928
OUTCY431,Strategic counts,0,Thames Path (Mortlake),Richmond upon Thames,Outer,MVF,1,520433.3648,176105.2197,51.471103,-0.26745206
OUTCY432,Strategic counts,0,Whatley Avenue,Merton,Outer,MVF,1,523813.8152,168773.7983,51.40448,-0.22137472
OUTCY433,Strategic counts,0,Hanworth Park,Hounslow,Outer,MVF,1,511937.5137,172399.2205,51.439536,-0.39089134
OUTCY434,Strategic counts,0,Grand Union Canal (Trout Road),Hillingdon,Outer,MVF,1,505805.4227,180482.3967,51.513366,-0.47666311
OUTCY435,Strategic counts,0,Brent Valley,Ealing,Outer,MVF,1,514301.0759,181422.7175,51.520161,-0.35397715
OUTCY436,Strategic counts,0,Wandle Way (Windsor Avenue),Merton,Outer,MVF,1,526365.3895,169599.262,51.411341,-0.18441113
OUTCY437,Strategic counts,0,Bridle Path,Sutton,Outer,MVF,1,530642.7705,165126.8522,51.370174,-0.12459226
OUTCY438,Strategic counts,0,Morden Hall Park,Merton,Outer,MVF,1,526424.8034,168379.4311,51.400363,-0.18399765
OUTCY439,Strategic counts,0,The Chase,Merton,Outer,MVF,1,524087.0812,169495.1018,51.410909,-0.21718522
OUTCY440,Strategic counts,0,Little Benty footbridge,Hillingdon,Outer,MVF,1,505928.373,178458.9159,51.495151,-0.47549846
OUTCY441,Strategic counts,0,Bedfont Road (MVF),Hounslow,Outer,MVF,1,508495.514,173047.8048,51.446029,-0.44019482
OUTCY442,Strategic counts,0,Collingwood Road Recreation Ground,Sutton,Outer,MVF,1,525312.0005,164804.8044,51.368481,-0.20123475
OUTCY443,Strategic counts,0,Walpole Park,Ealing,Outer,MVF,1,517362.4176,180016.91,51.506898,-0.31034707
OUTCY444,Strategic counts,0,Grand Union Canal (Norwood Road),Ealing,Outer,MVF,1,512874.4825,178888.6929,51.497673,-0.3753458
OUTCY445,Strategic counts,0,Green Lane,Merton,Outer,MVF,1,523442.7297,167091.0999,51.389444,-0.22729018
OUTCY446,Strategic counts,0,Stockley Country Park,Hillingdon,Outer,MVF,1,507193.3633,180996.1896,51.517725,-0.4565126
OUTCY447,Strategic counts,0,Tolworth Rise (path access),Kingston upon Thames,Outer,MVF,1,520462.0494,166983.8906,51.389113,-0.27013387
OUTCY448,Strategic counts,0,Thames Path (Richmond),Richmond upon Thames,Outer,MVF,1,517774.9758,174527.2414,51.457479,-0.30624211
OUTCY449,Strategic counts,0,Glen Walk,Hounslow,Outer,MVF,1,515121.476,174643.2981,51.459067,-0.3443723
OUTCY450,Strategic counts,0,Bushy Park Church Grove,Richmond upon Thames,Outer,MVF,1,517352.0948,169415.1247,51.411622,-0.31400555
OUTCY451,Strategic counts,0,Thames Path (Lower Ham Road),Kingston upon Thames,Outer,MVF,1,517784.4823,170876.2464,51.424664,-0.30731182
QWPCY001,Cycleway counts,CGRCY082,Upper Ground,Lambeth,Central,Local Street,0,531041.96,180301.3,51.506456,-0.11325224
QWPCY002,Cycleway counts,CGRCY085,Cornwall Road (north),Lambeth,Central,Local Street,0,531198.02,180170.98,51.505242,-0.11104007
QWPCY003,Cycleway counts,CGRCY090,Webber Street (east),Southwark,Central,Local Street,0,531865.85,179686.71,51.500737,-0.1016161
QWPCY004,Cycleway counts,CGRCY091,Great Suffolk Street (south),Southwark,Central,Local Street,0,532158.34,179663.91,51.500462,-0.097405968
QWPCY005,Cycleway counts,CGRCY092,Trinity Street,Southwark,Central,Local Street,0,532352.86,179555.42,51.499446,-0.09465317
QWPCY006,Cycleway counts,CGRCY117,Law Street / Rothsay Street,Southwark,Central,Local Street,0,532992.89,179337.69,51.497337,-0.085520579
QWPCY007,Strategic counts,0,Willow Walk,Southwark,Inner,Local Street,1,533453.37,178921.96,51.49349,-0.079040635
QWPCY008,Strategic counts,0,Oxley Close,Southwark,Inner,Local Street,1,533872.25,178468.32,51.489321,-0.07318038
QWPCY009,Strategic counts,0,Ilderton Road (South Bermondsey),Southwark,Inner,MVF,0,535218.61,178066.95,51.485388,-0.053959197
QWPCY010,Strategic counts,0,Canal Road,Lewisham,Inner,Minor Road,1,535865.87,177962.47,51.484299,-0.044686795
QWPCY011,Strategic counts,0,Childers Street,Lewisham,Inner,Local Street,1,536662.16,177701.28,51.481761,-0.033316697
QWPCY012,Strategic counts,0,Deptford High Street,Lewisham,Inner,Local Street,1,537161.76,177489.3,51.479736,-0.026217411
QWPCY013,Cycleway counts,CGRCY087,Webber Street (west),Lambeth,Central,Local Street,0,531379.51,179795.09,51.50183,-0.10857323
QWPCY014,Strategic counts,0,Clinton Crescent,Redbridge,Outer,Local Street,1,545334.46,191769.51,51.606008,0.097286884
QWPCY015,Strategic counts,0,Fairlop Fields,Redbridge,Outer,MVF,1,544535.32,190715.4,51.596743,0.085323285
QWPCY016,Strategic counts,0,Deptford Creek Bridge,Lewisham,Inner,MVF,1,537646.79,177316.48,51.478063,-0.019305048
QWPCY017,Strategic counts,0,Waterloo Road,Redbridge,Outer,Local Street,1,544135.16,190327.7,51.593359,0.079393149
QWPCY018,Strategic counts,0,Sandringham Gardens,Redbridge,Outer,Local Street,1,544409.59,189853.54,51.58903,0.083151034
QWPCY019,Strategic counts,MHPCY031,Selborne Road,Waltham Forest,Outer,Local Street,1,536804.354,188893.639,51.5823,-0.026929023
QWPCY020,Strategic counts,0,Ashurst Drive,Redbridge,Outer,Local Street,1,544070.36,188752.43,51.579224,0.07780963
QWPCY021,Strategic counts,0,Valentines Park,Redbridge,Outer,MVF,1,543665.73,188100.13,51.573468,0.071702382
QWPCY022,Strategic counts,0,Coopermill Lane,Waltham Forest,Outer,Local Street,1,535911.47,188658.86,51.580404,-0.039900253
QWPCY023,Strategic counts,0,Coppermill Lane Waterside,Waltham Forest,Outer,Local Street,1,535298.33,188399.8,51.578224,-0.04884135
QWPCY024,Strategic counts,0,Leyton Marshes,Waltham Forest,Inner,MVF,1,535652.66,187184.51,51.56722,-0.044204508
QWPCY025,Strategic counts,0,Lea Valley Walk (Hackney side),Hackney,Inner,MVF,1,535158.65,187214.05,51.567609,-0.05131598
QWPCY026,Strategic counts,0,Hackney Marsh,Hackney,Inner,MVF,1,536071.26,186247.41,51.5587,-0.038525354
QWPCY027,Strategic counts,0,South Millfields Park,Hackney,Inner,MVF,1,535626.37,186373.34,51.559939,-0.044892037
QWPCY028,Strategic counts,0,Powerscroft Road,Hackney,Inner,Minor Road,1,535337.62,185687.63,51.553844,-0.049322249
QWPCY029,Strategic counts,0,Chatham Place,Hackney,Inner,Local Street,1,535250.98,184820.96,51.546074,-0.050909371
QWPCY030,Strategic counts,0,Middleton Road,Hackney,Inner,Local Street,1,534171.94,184155.94,51.540355,-0.066713717
